I,Q,alpha,gamma,c,width
268.8098973834749,1.828790131891608,0.9999999999000014,0.012575608816618362,0.021209916710653743,1e-10,2.3682949785796366
95.08113756568153,2.1249576799295253,0.9999999999998627,0.05415254651379691,0.01582048929043751,1e-10,2.4132593574655017
23.572436398742884,2.2653094512783163,0.9999999975928869,0.0424348192228138,0.032235755953780885,1e-10,2.40052258969088
569.3785151325388,3.0011730798716445,0.9999191596238359,0.037813674527273904,0.013488569392208286,1e-10,2.395323111923022
81.23826061449184,3.5084184846104223,0.9999999999999999,0.11962540790828011,0.1523829170618738,1e-10,2.485354617096886
10.442240217500695,3.182868796743016,1.3201300831013876e-05,0.10012683947162784,0.100000236272728,1e-10,0.20025429512755089
68.53344820746021,4.239942978019914,0.608390205650618,0.03165359186383132,0.02542725345145107,68.23912551588396,1.466796406287722
13.144111780571768,4.1725004537335035,0.19162198300257488,0.9999796501302076,0.019057026433559523,1e-10,2.1035756616840993
42.74871775257959,4.622447007158724,0.9999993148342378,0.0316924948398075,0.035623082813498574,1e-10,2.3888888151066334
42.98501331779937,4.743501260859929,0.9999999997474432,0.05197282011013499,0.04672625255977827,1e-10,2.4108862476327686
100.54263954884107,5.197310508410313,6.85782031985728e-14,0.2645124541530935,0.02060389244489917,124.80923797164269,0.5290265224293226
96.1487041861231,5.18914434260041,0.9999999999999997,0.02172297282967238,0.08264810485333697,28.558540060175286,2.3781330558775804
29.367870850450075,5.057208167424499,9.623124241906437e-16,0.06735770351996065,0.04443167894868248,1e-10,0.13471581807398003
