I,Q,alpha,gamma,c,width
510.4143150929271,2.122891039289512,0.006728711632740857,0.004178360349307597,1.0490307010543158e-26,0.020782748177502083
502.82951664272935,1.8378345995023644,0.00663986401170589,0.006591419754181012,1.0431531384141743e-26,0.023843883737766795
29.706275606819595,2.2020633060093893,2.088331720129687e-15,0.012657134328863725,1.0481977386609719e-26,0.025314345894821698
32.11750869024912,2.0930970359601813,0.18963474210549472,3.072553238643183e-16,1.050741454375022e-26,0.44655569194429384
3.0728880146733037,1.9838167473417694,0.014231597525490199,5.4519819806839464e-24,1.075620828004012e-26,0.03351285112583718
47.62532589379315,2.1005997236165466,0.009459304198756761,2.336477345726682e-28,1.0560963812718248e-26,0.022274959139277843
22.663535614381797,2.2839676592608638,0.007083871001238127,0.004801079753788708,1.051045083515982e-26,0.02240278619158794
1.1109421704375028e-10,1.5275026272869034,1.9999971338629396,1.9999982585101055,3.495409649849292e-20,7.2026098406931895
39.07094251667316,2.3799314930538924,0.006355680725611139,0.006035620230024054,2.9036579426241347,0.022439450736735266
9.532771432269222,2.4610559010303636,0.009963857350727983,5.908410031872524e-28,1.163404627362957,0.023463091015323224
67.10426270971199,2.607506458698604,0.010237659136484355,0.00017212662303934476,3.3243108161033477,0.02429241511368517
59.9877705167615,2.7679883518326487,0.012260993421185112,2.691116471742517e-22,0.3703964813650723,0.0288724330801993
14.980613503363113,2.6773804710772104,0.01028251220650318,0.0021579027875684486,2.7561003709585718e-05,0.026603862326717586
92.44592824554273,3.011776617225194,0.004494113230237645,9.291486085591767e-39,3.390161592910728e-37,0.010582827919202396
819.5864735986722,3.003113735274985,0.009653435607559315,5.066833920418897e-10,3.3882581225522816e-42,0.022732104213842086
24.42142906989967,2.8381660751368423,0.010011579093745194,2.149397704699336e-37,1.045893831911206e-39,0.023575467132363966
11.580702646417299,3.1116601702766964,0.05651335019309743,1.0153921253935923e-62,1.4168085605001218e-40,0.1330787698465595
551.1796177632817,2.9994997725593606,0.011598558179119839,0.010987538618705956,9.743293069722514e-83,0.04091242003106465
100.93384215680032,3.5304137999613916,0.008398869918053968,4.1167795724428666e-38,1.5364057579747754,0.01977782723864093
67.71004019669067,3.6742259870799323,0.012290619541492074,0.008799458833998573,1.1449071892002312,0.039487220235401035
208.63251554184086,3.520210634921363,2.395657154226996e-07,0.014193269133469376,4.155083636392986,0.028386624889967918
15.13808220507177,3.7625139060410806,2.3200185924312995e-05,0.047721038518969895,0.003986484943063461,0.09544240184090269
13.713257721164837,3.482031667501807,0.12758286354491666,9.911603494882417e-22,0.0033494472741547685,0.30043468447801813
11.76239587631214,3.6413041119179783,0.042244232677071614,4.134703059283536e-08,0.004501822359484383,0.09947761010317224
11.346508338328473,3.9711097581778576,0.014304747980337162,2.9800720327953996e-14,8.525338152917406,0.0336851072832458
231.02887265175647,4.2591257479613125,0.012412614485557466,1.4237835779076269e-36,1.2053010464141332,0.029229473401832247
80.3712384855395,4.237708538565116,0.007864804071735957,0.015099487082848258,3.508193609005963e-07,0.039393719706229555
9.290519894265241,4.1531524630301195,0.00032461165257050294,0.03044093983418921,1.441676809366612e-06,0.06089237444695661
7.518936661984899,4.288235065199453,0.005595665282067051,5.303315059364594e-41,4.484879618530503e-06,0.013176784771495252
6.4331221312837155,4.302514493373767,0.010476947145924174,1.06688892140765e-36,2.8446826314305464e-11,0.02467132514995204
83.55307361736685,4.631004545927112,0.012725767553940752,0.013702348744295148,0.43982227474759006,0.047218710974201494
232.19985059200351,5.199575669328461,0.012696904230456206,0.015200385040086195,1.235388048564597e-36,0.0493298708445127
46.77491924011682,4.763333343796699,0.01260132034346978,8.51447589758597e-12,1.2456593407124945e-35,0.0296738417477626
97.27672225106555,5.0597608416983215,0.057292391285090186,0.11372245624703542,8.778531904944116e-38,0.2930754785007964
86.48772330842698,5.2157437407410026,0.012701029038616593,1.0490699190978846e-36,5.992787921894058e-41,0.029908637772654522
53.681620931179786,4.748519947773002,0.012440786383650534,0.013101767276165698,7.863740925541404e-40,0.04574116381009997
16.805452626609867,5.501267058590239,0.01124731669269559,5.6154304080997666e-27,6.804062172634816,0.02648540680077078
