I,Q,alpha,gamma,c,width
580.6614936287322,1.8370659084026029,0.00643261516112073,0.004831167855905144,12.969346206303872,0.020966537452233557
5.087777818700451,1.9111671685973801,0.029539680685486732,3.3749638025576086e-17,9.537959880998823e-24,0.06956063220199778
420.24683408035395,2.120599700105228,0.00685228863150958,0.004364922853159225,8.04141297016706,0.021306525184113564
100.35143749432608,2.1520769918278146,0.009755325437503525,0.016499978941830085,1.2870786382474255e-06,0.045274932039798974
78.34928836803633,2.249276249800269,0.011670754246556754,0.011554325521014354,0.00010668143915127093,0.041865844288258236
24.48295304480643,2.012157661340796,0.11391027731005682,5.40670383028449e-05,1.4086161785950523e-06,0.2682960175430982
20.13849506656534,2.753573189331748,0.010498187728339553,0.0013866150646001877,0.9323180739363937,0.02623758090903341
1085.1880249031215,3.0020130568130914,0.009779071689729716,2.2022628406123402e-18,1.3929547536615616e-30,0.023027954036770215
66.95090657964802,3.1094830154144875,9.640844739799889e-06,0.028816688462562464,2.157936417576237e-35,0.05763356237952261
495.8984672953515,2.9983509471029777,0.007377645781730666,0.012967410687430899,7.980598559767069e-40,0.03501919967707107
0.279548092108078,8.204088383505422,0.19995771769600312,3.110292563455296e-10,2.341755713822053e-28,0.4708644421217404
281.07836650034494,3.521088514042294,0.007895282195062232,0.008277557757124524,24.6844747336474,0.02897560426902164
83.54000771580552,3.676475219713191,0.006238339139238914,0.01184618970926718,9.741601040287639e-09,0.031033983655422516
187.49305552781595,4.251684566473649,0.01091846785618212,0.004649635864687383,19.411347096760505,0.0310441294539203
59.55099214155352,4.2364928949497305,0.01754989653141385,2.479977066278822e-15,1.4714828961434292,0.04132684814039511
85.68072769721344,4.630345195929948,0.012072847170793839,0.010460281794016948,12.123821754834854,0.0412345760234565
320.7377735663611,5.203388218050405,0.01580090289583369,0.008029141989211848,0.08233905253983595,0.04653618319607435
94.0154972042191,4.751385664063976,0.009035582421922025,0.013260263979016359,0.015221406338143447,0.03877586373961494
103.71591116854238,5.069582403271435,9.284288752708774e-22,0.17285263779422227,0.08235283366730775,0.3457063303797685
29.944989673473266,5.504064811878779,0.013094796983560588,1.2027553047818557e-14,5.229657984653845e-32,0.030835890422512145
